0,0.626641,0.629226
1,0.569316,0.574307
2,0.519256,0.526655
3,0.475452,0.485211
4,0.436578,0.448731
5,0.40156,0.41597
6,0.370409,0.386947
7,0.342134,0.36142
8,0.31669,0.33854
9,0.293995,0.317448
10,0.273178,0.299065
11,0.254248,0.282311
12,0.236854,0.266388
13,0.221213,0.252192
14,0.206638,0.239117
15,0.193446,0.227457
16,0.181238,0.216959
17,0.170062,0.207413
18,0.15971,0.198209
19,0.150283,0.189945
20,0.14139,0.18282
21,0.133397,0.175564
22,0.125733,0.169433
23,0.11875,0.163829
24,0.112347,0.158634
25,0.106347,0.153092
26,0.100667,0.147955
27,0.095539,0.143296
28,0.090757,0.139409
29,0.086228,0.135661
30,0.082207,0.132267
31,0.078189,0.129079
32,0.074557,0.127169
33,0.071207,0.124585
34,0.068154,0.122743
35,0.065261,0.120273
36,0.062402,0.118808
37,0.059764,0.117439
38,0.057276,0.115177
39,0.055051,0.113211
40,0.052766,0.112062
41,0.050714,0.111043
42,0.048781,0.109926
43,0.046993,0.109142
44,0.04534,0.10803
45,0.043824,0.106769
46,0.042314,0.105643
47,0.040851,0.104439
48,0.039465,0.103845
49,0.038208,0.103007
50,0.037049,0.101849
51,0.035942,0.100856
52,0.034837,0.09904
53,0.033813,0.098098
54,0.032894,0.096463
55,0.031917,0.095394
56,0.031119,0.094772
57,0.030232,0.093814
58,0.029369,0.093572
59,0.028644,0.092228
60,0.027891,0.091563
61,0.02718,0.091299
62,0.026534,0.090503
63,0.025963,0.090644
64,0.025366,0.090575
65,0.024742,0.090309
66,0.024162,0.090083
67,0.023681,0.088823
68,0.023188,0.088561
69,0.022716,0.088676
70,0.022343,0.088884
71,0.021939,0.088969
72,0.021558,0.088295
73,0.021156,0.088174
74,0.020861,0.088526
75,0.020473,0.088417
76,0.020116,0.088476
77,0.019771,0.088075
78,0.019506,0.088017
79,0.019171,0.087778
80,0.01888,0.087838
81,0.018642,0.087427
82,0.018417,0.087265
83,0.018129,0.086932
84,0.017862,0.087311
85,0.017666,0.087025
86,0.017407,0.08735
87,0.01721,0.087396
88,0.016927,0.087365
89,0.016708,0.087228
90,0.016488,0.087362
91,0.016258,0.087177
92,0.015963,0.087196
93,0.015766,0.087718
94,0.015583,0.087865
95,0.015391,0.087891
96,0.015217,0.088049
97,0.015032,0.088035
98,0.014856,0.088379
99,0.014697,0.088363
100,0.014531,0.088287
101,0.014372,0.08875
102,0.014182,0.08845
103,0.014047,0.088586
104,0.013878,0.088598
105,0.013737,0.089013
106,0.013585,0.088989
107,0.013458,0.088993
108,0.013344,0.089284
109,0.013206,0.089035
110,0.013081,0.089239
111,0.012951,0.08924
112,0.012836,0.089479
113,0.012707,0.089674
114,0.012606,0.089541
115,0.012502,0.089786
116,0.01238,0.090033
117,0.01227,0.090112
118,0.012173,0.090215
119,0.012084,0.090138
120,0.011995,0.090331
121,0.011893,0.090593
122,0.011789,0.090685
123,0.011688,0.090522
124,0.011607,0.09056
125,0.011522,0.090671
126,0.011436,0.0906
127,0.01136,0.090533
128,0.011285,0.090787
129,0.011176,0.090814
130,0.011104,0.090851
131,0.011034,0.090965
132,0.01097,0.090899
133,0.01088,0.091194
